age,workclass,education-num,marital-status,relationship,race,sex,hours-per-week,income
32,Private,13,Never-married,Not-in-family,White,Male,50,1
30,Private,9,Divorced,Not-in-family,White,Female,40,0
31,Private,9,Married-civ-spouse,Husband,White,Male,50,0
33,Private,16,Married-civ-spouse,Husband,White,Male,40,0
23,Private,13,Never-married,Not-in-family,White,Female,40,0
22,Private,10,Divorced,Unmarried,White,Female,40,0
38,Private,9,Married-civ-spouse,Husband,White,Male,48,1
58,Private,14,Married-civ-spouse,Husband,White,Male,40,1
28,Private,10,Married-civ-spouse,Husband,White,Male,70,0
28,Private,9,Married-civ-spouse,Husband,White,Male,40,0
54,Self-emp-not-inc,4,Married-civ-spouse,Husband,White,Male,60,0
17,Private,6,Never-married,Own-child,White,Female,20,0
33,Private,9,Married-civ-spouse,Husband,White,Male,60,0
25,Private,9,Married-civ-spouse,Husband,White,Male,40,0
63,Federal-gov,14,Married-civ-spouse,Husband,White,Male,50,1
46,Private,5,Divorced,Unmarried,White,Female,40,0
50,Private,12,Married-civ-spouse,Wife,Black,Female,40,1
37,Self-emp-not-inc,15,Married-civ-spouse,Husband,White,Male,50,1
42,Self-emp-not-inc,14,Married-civ-spouse,Husband,White,Male,80,1
25,Private,9,Never-married,Not-in-family,White,Male,65,0
39,Private,14,Married-civ-spouse,Husband,White,Male,50,1
19,Private,9,Never-married,Own-child,White,Female,30,0
19,Private,9,Never-married,Not-in-family,White,Male,32,0
40,Private,10,Married-civ-spouse,Husband,White,Male,40,0
57,Private,9,Married-civ-spouse,Husband,White,Male,50,0
28,Private,9,Never-married,Unmarried,White,Female,40,0
47,Private,13,Never-married,Not-in-family,White,Male,50,0
51,Private,9,Married-civ-spouse,Husband,White,Male,45,1
25,Private,10,Divorced,Own-child,White,Female,40,0
45,Private,9,Married-civ-spouse,Husband,White,Male,40,0
28,Private,5,Married-civ-spouse,Husband,White,Male,42,0
38,Private,13,Never-married,Own-child,White,Male,40,0
26,Private,7,Never-married,Unmarried,White,Female,15,0
51,Self-emp-inc,10,Married-civ-spouse,Husband,White,Male,40,1
49,Self-emp-not-inc,10,Married-civ-spouse,Husband,White,Male,60,0
38,Private,13,Married-civ-spouse,Husband,White,Male,44,0
50,Private,9,Married-civ-spouse,Husband,White,Male,40,1
51,Local-gov,6,Widowed,Not-in-family,White,Female,24,0
29,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,40,0
34,Private,13,Married-civ-spouse,Husband,White,Male,45,1
26,Private,6,Never-married,Not-in-family,Black,Male,40,0
20,Private,10,Never-married,Other-relative,White,Male,15,0
40,Private,10,Divorced,Not-in-family,White,Female,40,0
20,Private,10,Never-married,Own-child,White,Female,40,0
44,Private,9,Married-civ-spouse,Husband,White,Male,65,1
46,Private,9,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,40,0
48,Private,7,Divorced,Unmarried,Black,Female,40,0
30,Local-gov,13,Married-civ-spouse,Husband,White,Male,80,0
42,Local-gov,10,Married-civ-spouse,Husband,White,Male,72,1
47,Private,9,Married-civ-spouse,Husband,White,Male,40,0
57,Private,3,Married-civ-spouse,Husband,White,Male,45,0
21,Private,10,Married-civ-spouse,Husband,White,Male,40,0
35,State-gov,10,Divorced,Unmarried,White,Female,40,0
77,Private,13,Married-civ-spouse,Husband,White,Male,50,1
35,Self-emp-not-inc,5,Married-civ-spouse,Husband,White,Male,50,0
32,Private,6,Separated,Unmarried,White,Female,40,0
36,Private,13,Never-married,Not-in-family,White,Male,60,0
29,Private,9,Married-spouse-absent,Not-in-family,White,Male,40,0
23,Private,10,Never-married,Not-in-family,Black,Female,20,0
20,Private,10,Never-married,Own-child,White,Male,20,0
49,Private,9,Married-civ-spouse,Husband,White,Male,40,1
33,Private,9,Married-civ-spouse,Husband,White,Male,45,0
28,Private,10,Never-married,Own-child,White,Male,50,0
34,Local-gov,10,Never-married,Not-in-family,White,Male,50,1
38,Private,9,Married-civ-spouse,Husband,White,Male,48,1
32,Private,10,Married-civ-spouse,Husband,White,Male,40,1
29,Private,13,Married-civ-spouse,Wife,White,Female,46,1
56,State-gov,9,Widowed,Unmarried,Asian-Pac-Islander,Female,40,0
43,Self-emp-not-inc,10,Married-civ-spouse,Husband,White,Male,50,0
32,Private,13,Married-civ-spouse,Husband,White,Male,45,1
55,Local-gov,13,Married-civ-spouse,Wife,White,Female,60,0
43,Private,9,Married-civ-spouse,Husband,White,Male,40,0
40,Private,14,Married-civ-spouse,Husband,White,Male,46,1
62,Local-gov,9,Divorced,Not-in-family,White,Female,35,0
41,Local-gov,10,Married-civ-spouse,Husband,White,Male,40,1
53,Self-emp-inc,13,Married-civ-spouse,Husband,White,Male,60,1
33,Private,9,Married-civ-spouse,Husband,White,Male,16,0
33,Self-emp-not-inc,8,Never-married,Not-in-family,Black,Male,32,0
36,Private,11,Married-civ-spouse,Husband,White,Male,60,0
27,Private,11,Never-married,Own-child,White,Female,35,0
40,Private,11,Separated,Not-in-family,White,Female,60,0
48,Private,9,Never-married,Other-relative,White,Male,40,0
56,Self-emp-inc,16,Married-civ-spouse,Husband,White,Male,70,1
44,Private,10,Married-civ-spouse,Husband,White,Male,60,1
62,Self-emp-not-inc,10,Married-civ-spouse,Husband,White,Male,25,0
54,Private,10,Married-civ-spouse,Husband,White,Male,40,0
50,Private,2,Separated,Unmarried,Black,Female,40,0
49,Private,9,Never-married,Not-in-family,Black,Male,40,0
43,Private,9,Married-civ-spouse,Husband,White,Male,40,0
62,Self-emp-not-inc,4,Married-civ-spouse,Husband,White,Male,10,0
25,Private,2,Never-married,Not-in-family,White,Male,24,0
29,Private,14,Never-married,Not-in-family,White,Female,50,0
23,Private,10,Never-married,Not-in-family,White,Female,8,0
34,Private,9,Divorced,Not-in-family,White,Male,55,0
34,Private,10,Married-civ-spouse,Husband,Black,Male,40,1
33,State-gov,16,Married-civ-spouse,Husband,White,Male,50,1
25,Private,13,Never-married,Not-in-family,Asian-Pac-Islander,Female,40,0
25,State-gov,12,Never-married,Own-child,White,Female,40,0
30,Self-emp-not-inc,10,Married-spouse-absent,Own-child,White,Male,60,1
17,Private,6,Never-married,Own-child,White,Female,5,0
64,Self-emp-not-inc,3,Married-civ-spouse,Husband,White,Male,70,0
49,Private,10,Married-civ-spouse,Husband,White,Male,40,0
46,Local-gov,10,Married-civ-spouse,Husband,White,Male,24,0
43,Private,9,Married-civ-spouse,Husband,Black,Male,40,0
32,Private,8,Married-civ-spouse,Other-relative,White,Male,40,0
37,State-gov,9,Married-spouse-absent,Unmarried,White,Female,20,0
32,Private,12,Married-civ-spouse,Husband,White,Male,42,1
54,Private,13,Married-civ-spouse,Husband,White,Male,35,1
39,Private,13,Married-civ-spouse,Husband,White,Male,40,1
51,Private,9,Married-civ-spouse,Husband,White,Male,40,1
31,Private,10,Married-civ-spouse,Husband,White,Male,40,1
26,Private,10,Never-married,Not-in-family,White,Female,40,0
33,Private,10,Divorced,Other-relative,Other,Female,40,0
29,Private,13,Never-married,Not-in-family,White,Male,40,0
17,Private,7,Never-married,Own-child,White,Male,30,0
41,Private,13,Married-civ-spouse,Husband,White,Male,40,1
41,Private,9,Separated,Not-in-family,Black,Male,40,0
46,Private,3,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,40,0
19,Self-emp-not-inc,10,Never-married,Own-child,White,Female,25,0
38,Local-gov,13,Married-civ-spouse,Wife,Black,Female,40,1
63,Self-emp-not-inc,4,Married-civ-spouse,Husband,White,Male,60,1
39,Private,6,Married-civ-spouse,Husband,White,Male,40,0
44,Private,9,Married-civ-spouse,Husband,White,Male,45,0
37,Private,9,Divorced,Not-in-family,White,Male,40,0
44,Self-emp-not-inc,9,Married-civ-spouse,Husband,Black,Male,70,0
47,Self-emp-inc,15,Divorced,Not-in-family,White,Male,50,1
56,State-gov,13,Married-civ-spouse,Husband,White,Male,40,0
67,Self-emp-inc,13,Married-civ-spouse,Husband,White,Male,75,1
37,Federal-gov,13,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,1
43,Private,7,Married-civ-spouse,Husband,White,Male,40,0
29,Private,9,Married-civ-spouse,Husband,White,Male,40,1
29,Private,9,Married-civ-spouse,Husband,Black,Male,40,0
40,Private,13,Married-civ-spouse,Husband,White,Male,32,1
28,Private,9,Never-married,Not-in-family,White,Male,60,0
38,Self-emp-not-inc,7,Married-civ-spouse,Husband,White,Male,40,0
45,Private,13,Never-married,Not-in-family,White,Male,40,0
32,Private,9,Married-civ-spouse,Husband,White,Male,48,0
22,Private,10,Never-married,Own-child,White,Male,30,0
49,Private,4,Never-married,Other-relative,White,Male,35,0
45,Private,9,Married-civ-spouse,Husband,White,Male,50,1
37,Private,13,Married-civ-spouse,Husband,White,Male,60,1
30,Self-emp-not-inc,11,Divorced,Not-in-family,White,Male,49,0
27,Self-emp-not-inc,11,Never-married,Own-child,White,Male,40,0
50,Self-emp-not-inc,10,Married-civ-spouse,Husband,White,Male,40,1
39,Federal-gov,10,Divorced,Unmarried,Black,Female,40,0
54,Private,13,Divorced,Unmarried,White,Male,45,1
47,Federal-gov,13,Married-spouse-absent,Not-in-family,White,Female,40,0
47,Private,9,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,40,1
26,Private,13,Never-married,Own-child,White,Male,25,0
47,Private,9,Never-married,Unmarried,White,Female,46,0
50,Self-emp-inc,13,Married-civ-spouse,Husband,White,Male,45,1
28,Private,13,Never-married,Own-child,White,Male,50,1
43,Local-gov,13,Divorced,Unmarried,Black,Female,42,0
47,Private,13,Married-civ-spouse,Husband,White,Male,50,1
46,Local-gov,10,Divorced,Not-in-family,White,Female,40,0
39,Private,14,Never-married,Not-in-family,White,Male,45,1
26,Private,10,Divorced,Not-in-family,White,Male,45,0
45,Self-emp-inc,9,Married-civ-spouse,Husband,White,Male,48,0
25,Private,10,Married-civ-spouse,Own-child,White,Male,40,0
19,Private,10,Never-married,Own-child,White,Female,35,0
18,Private,9,Never-married,Own-child,White,Female,10,0
24,Self-emp-inc,13,Never-married,Own-child,White,Male,40,0
56,Private,9,Married-civ-spouse,Wife,White,Female,40,1
35,Self-emp-not-inc,13,Separated,Not-in-family,White,Male,65,0
33,Private,4,Married-civ-spouse,Husband,White,Male,45,0
41,Private,15,Married-civ-spouse,Husband,White,Male,50,1
28,Private,10,Never-married,Unmarried,Black,Female,40,0
25,Private,9,Never-married,Not-in-family,White,Male,35,0
54,Private,9,Widowed,Unmarried,White,Female,40,0
58,Private,9,Never-married,Not-in-family,White,Male,40,0
19,Local-gov,9,Divorced,Not-in-family,White,Female,35,0
48,Private,6,Married-civ-spouse,Husband,Black,Male,40,0
32,Private,10,Married-civ-spouse,Husband,White,Male,40,0
31,Local-gov,10,Never-married,Own-child,White,Female,35,0
21,Private,9,Never-married,Own-child,White,Male,40,0
38,Private,10,Never-married,Unmarried,White,Male,60,0
31,Local-gov,12,Never-married,Not-in-family,White,Male,20,0
43,Self-emp-inc,16,Married-civ-spouse,Wife,White,Female,70,1
49,Self-emp-not-inc,15,Married-civ-spouse,Husband,White,Male,35,1
50,Private,2,Married-spouse-absent,Unmarried,White,Male,40,0
33,Private,9,Married-civ-spouse,Husband,White,Male,50,0
31,Private,9,Married-civ-spouse,Husband,Other,Male,40,0
20,Federal-gov,9,Never-married,Other-relative,White,Male,20,0
28,Private,10,Never-married,Unmarried,White,Male,40,0
67,Self-emp-not-inc,9,Divorced,Not-in-family,White,Female,16,0
29,Private,9,Married-civ-spouse,Husband,White,Male,48,0
49,Private,10,Divorced,Not-in-family,White,Male,45,1
45,Private,13,Married-civ-spouse,Husband,White,Male,50,0
21,Private,10,Never-married,Own-child,White,Female,24,0
52,Local-gov,14,Married-civ-spouse,Husband,Black,Male,40,1
47,Self-emp-inc,15,Married-civ-spouse,Husband,White,Male,60,1
36,Private,9,Married-civ-spouse,Husband,White,Male,55,0
30,Private,10,Married-civ-spouse,Husband,White,Male,40,0
28,Local-gov,10,Never-married,Unmarried,Black,Female,40,0
48,Private,9,Widowed,Unmarried,White,Female,40,0
60,Private,9,Married-spouse-absent,Unmarried,White,Female,20,0
53,Private,5,Married-civ-spouse,Husband,White,Male,40,0
38,Self-emp-not-inc,13,Married-civ-spouse,Husband,White,Male,60,0
46,Private,10,Married-civ-spouse,Husband,White,Male,40,0
39,Private,9,Married-civ-spouse,Husband,White,Male,40,1
38,Local-gov,13,Married-civ-spouse,Husband,White,Male,45,1
31,Private,9,Never-married,Own-child,White,Female,38,0
28,Private,7,Divorced,Own-child,White,Male,40,0
53,Private,13,Married-civ-spouse,Husband,White,Male,55,1
21,Private,10,Never-married,Own-child,White,Female,40,0
56,Private,7,Separated,Not-in-family,Black,Female,40,0
52,Self-emp-not-inc,9,Widowed,Other-relative,Black,Female,40,0
63,Private,9,Divorced,Not-in-family,White,Female,40,0
46,State-gov,13,Married-civ-spouse,Husband,White,Male,40,1
22,Private,6,Separated,Unmarried,White,Female,35,0
21,Private,10,Never-married,Not-in-family,White,Female,40,0
57,Private,9,Widowed,Not-in-family,White,Female,40,0
24,Private,9,Never-married,Own-child,White,Male,40,0
51,Private,13,Married-civ-spouse,Husband,White,Male,55,0
53,Self-emp-not-inc,10,Married-civ-spouse,Husband,White,Male,72,0
53,Federal-gov,12,Married-civ-spouse,Husband,White,Male,40,0
33,Self-emp-not-inc,11,Married-civ-spouse,Husband,White,Male,65,0
68,Private,10,Divorced,Not-in-family,White,Female,40,0
45,Private,12,Married-civ-spouse,Husband,White,Male,66,0
38,Private,13,Married-civ-spouse,Wife,White,Female,50,1
41,Self-emp-not-inc,11,Married-civ-spouse,Husband,White,Male,60,0
33,Private,14,Never-married,Own-child,White,Male,20,0
53,Local-gov,13,Divorced,Not-in-family,White,Female,54,0
24,Local-gov,13,Never-married,Not-in-family,White,Male,35,0
44,Federal-gov,10,Divorced,Unmarried,White,Male,60,1
49,Private,9,Married-civ-spouse,Husband,White,Male,40,0
52,Private,9,Married-civ-spouse,Husband,White,Male,40,1
20,Private,9,Never-married,Own-child,White,Male,40,0
33,Local-gov,11,Never-married,Own-child,White,Male,55,0
52,Private,9,Divorced,Not-in-family,White,Female,38,0
61,Private,4,Widowed,Not-in-family,Black,Female,21,0
38,Private,9,Married-civ-spouse,Husband,White,Male,40,0
54,Federal-gov,9,Married-civ-spouse,Husband,White,Male,40,1
43,Federal-gov,15,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,50,1
42,Private,13,Divorced,Unmarried,White,Female,40,0
54,Private,9,Married-civ-spouse,Husband,White,Male,40,1
24,Private,4,Married-civ-spouse,Husband,White,Male,40,0
31,Federal-gov,9,Married-civ-spouse,Wife,White,Female,40,1
34,Self-emp-inc,13,Divorced,Unmarried,White,Female,40,0
36,Private,14,Married-civ-spouse,Husband,White,Male,50,1
59,Private,6,Married-civ-spouse,Husband,White,Male,45,1
49,Local-gov,13,Divorced,Unmarried,White,Female,50,0
76,Private,4,Widowed,Not-in-family,White,Female,12,0
39,Self-emp-inc,13,Married-civ-spouse,Husband,White,Male,60,1
47,Private,10,Divorced,Not-in-family,White,Female,60,0
28,Federal-gov,13,Never-married,Not-in-family,White,Male,50,0
47,Self-emp-not-inc,10,Married-civ-spouse,Husband,White,Male,80,0
29,Private,10,Married-civ-spouse,Husband,White,Male,40,0
58,Private,13,Divorced,Not-in-family,White,Male,40,0
42,Private,9,Married-civ-spouse,Husband,White,Male,40,0
34,Self-emp-inc,9,Divorced,Not-in-family,White,Female,50,0
37,Private,12,Never-married,Unmarried,Black,Female,40,0
38,Private,7,Married-civ-spouse,Husband,White,Male,48,1
28,Private,11,Married-civ-spouse,Husband,White,Male,40,0
27,Private,9,Never-married,Own-child,Amer-Indian-Eskimo,Male,20,0
48,Private,14,Married-civ-spouse,Husband,White,Male,45,1
44,Private,9,Divorced,Own-child,White,Male,40,0
57,Self-emp-inc,9,Married-civ-spouse,Husband,White,Male,30,1
27,Private,7,Divorced,Own-child,White,Male,40,0
49,Self-emp-inc,14,Married-civ-spouse,Husband,White,Male,40,1
28,Private,9,Separated,Not-in-family,White,Female,25,0
52,State-gov,14,Divorced,Not-in-family,Asian-Pac-Islander,Female,40,0
33,State-gov,10,Divorced,Unmarried,White,Female,45,0
34,Private,13,Married-civ-spouse,Husband,White,Male,55,1
58,Private,10,Married-civ-spouse,Husband,White,Male,42,0
19,Private,9,Never-married,Other-relative,White,Male,40,0
43,Local-gov,9,Separated,Not-in-family,White,Male,40,0
49,Private,13,Married-civ-spouse,Husband,White,Male,26,1
18,Private,7,Never-married,Own-child,White,Female,20,0
30,Private,10,Married-civ-spouse,Husband,White,Male,40,0
25,Private,9,Never-married,Own-child,Asian-Pac-Islander,Female,40,0
25,Private,13,Never-married,Other-relative,White,Female,25,0
19,Private,9,Never-married,Other-relative,Asian-Pac-Islander,Male,24,0
56,Self-emp-inc,8,Married-civ-spouse,Husband,White,Male,40,0
36,Private,7,Divorced,Not-in-family,White,Female,40,0
37,Private,9,Divorced,Unmarried,White,Female,40,0
41,Private,13,Married-civ-spouse,Husband,White,Male,45,1
42,State-gov,14,Married-civ-spouse,Husband,White,Male,50,1
40,Self-emp-inc,13,Married-civ-spouse,Husband,White,Male,60,0
54,Federal-gov,9,Married-civ-spouse,Husband,White,Male,40,1
81,State-gov,2,Widowed,Not-in-family,White,Female,20,0
37,Private,10,Married-civ-spouse,Husband,White,Male,40,0
24,Private,13,Never-married,Not-in-family,White,Female,40,0
36,Private,9,Never-married,Not-in-family,White,Male,50,0
20,Private,9,Never-married,Other-relative,Black,Male,25,0
44,Private,13,Married-civ-spouse,Husband,White,Male,35,1
28,Private,9,Married-civ-spouse,Husband,White,Male,35,0
41,Private,9,Married-civ-spouse,Husband,White,Male,50,0
40,Private,9,Never-married,Own-child,White,Male,25,0
26,Private,10,Married-civ-spouse,Husband,White,Male,50,0
36,Private,9,Married-civ-spouse,Husband,Black,Male,40,0
53,Private,10,Married-civ-spouse,Husband,White,Male,40,0
45,Private,10,Widowed,Unmarried,White,Female,45,0
35,Private,10,Never-married,Not-in-family,White,Male,40,0
26,Private,9,Never-married,Not-in-family,White,Female,40,0
22,Self-emp-inc,4,Married-civ-spouse,Husband,White,Male,40,0
37,Private,9,Married-civ-spouse,Husband,White,Male,40,0
61,Private,6,Married-civ-spouse,Husband,White,Male,40,0
38,Private,12,Married-civ-spouse,Husband,White,Male,40,1
35,Private,11,Divorced,Not-in-family,White,Male,50,0
46,Private,4,Married-spouse-absent,Unmarried,White,Female,24,0
25,Private,7,Divorced,Unmarried,White,Female,12,0
21,Private,9,Never-married,Not-in-family,White,Male,40,0
33,Private,9,Married-civ-spouse,Husband,White,Male,40,0
54,Self-emp-not-inc,9,Widowed,Not-in-family,White,Male,35,0
58,Private,14,Divorced,Not-in-family,White,Female,45,0
39,Private,13,Never-married,Not-in-family,White,Male,40,0
51,Private,9,Divorced,Unmarried,White,Female,38,0
41,Local-gov,11,Never-married,Not-in-family,White,Male,40,0
33,Private,6,Separated,Not-in-family,White,Male,40,0
35,Federal-gov,13,Widowed,Not-in-family,White,Male,40,1
48,Private,2,Married-civ-spouse,Husband,White,Male,50,0
46,Private,13,Married-civ-spouse,Husband,White,Male,50,1
32,Private,9,Married-civ-spouse,Husband,White,Male,40,0
30,Private,13,Married-AF-spouse,Wife,White,Female,40,1
17,Private,7,Never-married,Own-child,White,Female,8,0
18,Private,9,Never-married,Not-in-family,Black,Male,35,0
76,Private,13,Married-civ-spouse,Husband,White,Male,50,1
20,Private,10,Never-married,Own-child,White,Male,40,0
36,Federal-gov,10,Married-civ-spouse,Husband,White,Male,35,0
45,Self-emp-not-inc,10,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,40,0
45,Federal-gov,10,Widowed,Not-in-family,White,Female,45,1
40,Local-gov,13,Married-civ-spouse,Husband,White,Male,20,0
51,Self-emp-inc,12,Married-civ-spouse,Husband,White,Male,38,1
22,Private,9,Married-civ-spouse,Wife,White,Female,40,0
55,Private,10,Separated,Unmarried,White,Female,10,0
31,State-gov,12,Never-married,Own-child,Black,Female,45,0
50,Local-gov,10,Married-civ-spouse,Husband,White,Male,40,1
58,Private,8,Married-civ-spouse,Other-relative,White,Male,40,0
37,Private,7,Never-married,Not-in-family,Black,Male,40,0
19,Private,10,Never-married,Own-child,White,Male,15,0
61,Local-gov,9,Married-civ-spouse,Husband,White,Male,40,0
31,Federal-gov,11,Never-married,Own-child,White,Male,40,0
39,Private,10,Married-civ-spouse,Husband,White,Male,40,0
38,Private,9,Separated,Unmarried,Black,Female,30,0
48,Private,7,Married-civ-spouse,Husband,White,Male,50,0
19,Federal-gov,9,Never-married,Unmarried,Black,Female,40,0
19,Private,10,Never-married,Own-child,White,Male,20,0
55,Private,9,Married-civ-spouse,Husband,White,Male,50,0
52,Private,10,Divorced,Other-relative,White,Female,20,1
29,Private,13,Never-married,Not-in-family,White,Male,50,0
53,Local-gov,9,Married-civ-spouse,Husband,White,Male,40,0
40,Private,10,Married-civ-spouse,Husband,White,Male,40,1
19,Private,7,Never-married,Not-in-family,White,Female,25,0
20,Private,10,Never-married,Own-child,Asian-Pac-Islander,Male,8,0
25,Private,9,Married-civ-spouse,Husband,White,Male,40,0
58,Self-emp-not-inc,10,Divorced,Not-in-family,White,Female,40,0
31,Self-emp-not-inc,13,Divorced,Not-in-family,White,Male,60,0
19,Private,9,Never-married,Own-child,White,Male,35,0
34,State-gov,9,Never-married,Not-in-family,Black,Male,40,0
21,Private,10,Never-married,Not-in-family,White,Female,50,0
19,Private,9,Never-married,Not-in-family,White,Male,30,0
50,Private,10,Married-civ-spouse,Husband,White,Male,40,0
31,Self-emp-inc,9,Married-civ-spouse,Husband,White,Male,50,0
46,Private,12,Widowed,Unmarried,White,Female,40,0
44,Private,14,Married-civ-spouse,Husband,White,Male,40,1
40,Self-emp-not-inc,13,Married-civ-spouse,Husband,White,Male,45,0
41,Self-emp-inc,15,Married-civ-spouse,Wife,White,Female,55,1
52,Local-gov,14,Never-married,Not-in-family,White,Male,32,1
53,Private,3,Married-civ-spouse,Husband,Other,Male,40,1
47,Private,3,Married-civ-spouse,Husband,White,Male,40,0
29,Private,12,Married-civ-spouse,Husband,White,Male,40,0
23,Private,10,Never-married,Not-in-family,White,Female,50,0
63,Private,9,Married-civ-spouse,Husband,White,Male,40,0
19,Private,9,Never-married,Own-child,White,Male,40,0
34,Private,9,Never-married,Not-in-family,White,Male,48,0
45,Private,13,Married-civ-spouse,Husband,White,Male,40,1
53,Private,13,Never-married,Not-in-family,White,Female,40,0
37,Private,13,Never-married,Not-in-family,White,Male,45,1
34,Private,10,Never-married,Not-in-family,White,Male,65,0
25,Self-emp-inc,13,Never-married,Own-child,Asian-Pac-Islander,Female,40,0
80,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,20,0
48,Private,13,Married-civ-spouse,Husband,White,Male,45,1
56,Private,9,Married-civ-spouse,Husband,White,Male,40,1
28,Private,13,Never-married,Own-child,Black,Male,40,0
51,Private,9,Divorced,Not-in-family,White,Female,40,0
29,Private,9,Never-married,Own-child,White,Female,40,0
34,Private,12,Divorced,Own-child,White,Female,35,0
24,Private,9,Married-civ-spouse,Wife,White,Female,30,0
38,Private,9,Separated,Unmarried,Black,Female,30,0
25,Private,9,Never-married,Own-child,White,Male,40,0
33,Private,9,Never-married,Not-in-family,White,Female,40,0
31,Federal-gov,9,Separated,Unmarried,White,Female,40,0
43,Private,9,Married-civ-spouse,Other-relative,White,Female,44,0
39,Private,10,Married-civ-spouse,Husband,White,Male,50,1
26,Private,9,Married-civ-spouse,Husband,White,Male,48,0
46,Private,13,Never-married,Not-in-family,White,Male,55,1
34,Private,10,Married-civ-spouse,Husband,White,Male,62,0
45,Private,9,Married-civ-spouse,Husband,White,Male,40,0
30,Local-gov,13,Married-civ-spouse,Husband,White,Male,40,1
54,Private,14,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,45,1
28,Private,9,Married-civ-spouse,Husband,White,Male,45,0
37,Private,12,Married-civ-spouse,Husband,White,Male,40,0
50,Private,7,Married-civ-spouse,Husband,White,Male,40,0
41,Local-gov,10,Never-married,Other-relative,White,Male,7,0
24,Private,13,Never-married,Own-child,Asian-Pac-Islander,Female,40,0
33,Private,13,Separated,Not-in-family,Black,Female,45,0
31,State-gov,14,Never-married,Not-in-family,White,Male,25,0
50,Private,14,Married-civ-spouse,Husband,White,Male,50,1
38,Private,15,Separated,Not-in-family,White,Male,35,1
23,Private,10,Never-married,Own-child,White,Female,20,0
18,Private,7,Never-married,Own-child,White,Male,10,0
44,Private,7,Separated,Unmarried,Black,Female,30,0
48,Private,9,Separated,Unmarried,Black,Female,40,0
36,Local-gov,13,Never-married,Not-in-family,White,Male,50,0
27,Private,10,Married-civ-spouse,Husband,White,Male,60,0
21,Private,10,Never-married,Own-child,White,Female,55,0
27,Private,9,Never-married,Not-in-family,White,Male,40,0
36,Local-gov,11,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,40,0
42,Local-gov,9,Divorced,Not-in-family,Black,Male,40,0
31,Private,10,Divorced,Not-in-family,White,Female,15,0
36,Private,10,Married-civ-spouse,Husband,White,Male,65,0
42,Local-gov,10,Married-civ-spouse,Husband,White,Male,52,1
43,Private,14,Divorced,Unmarried,White,Female,40,1
27,Private,13,Never-married,Not-in-family,White,Female,40,0
25,Private,7,Married-civ-spouse,Husband,White,Male,40,0
33,Private,12,Never-married,Not-in-family,Other,Male,36,0
49,Private,9,Married-civ-spouse,Husband,White,Male,40,1
21,Private,10,Never-married,Own-child,White,Male,43,0
55,Private,6,Married-civ-spouse,Husband,Black,Male,45,0
32,Private,9,Married-civ-spouse,Husband,White,Male,40,0
45,Local-gov,12,Married-civ-spouse,Husband,White,Male,40,0
32,Private,13,Never-married,Not-in-family,White,Male,40,0
44,Self-emp-inc,9,Married-civ-spouse,Wife,White,Female,60,0
38,Private,12,Never-married,Not-in-family,Black,Female,50,1
45,Private,11,Married-civ-spouse,Husband,White,Male,70,0
33,Private,13,Never-married,Not-in-family,White,Male,40,0
68,Private,10,Divorced,Unmarried,White,Female,40,0
60,Self-emp-not-inc,14,Married-civ-spouse,Husband,White,Male,40,0
30,Private,10,Divorced,Own-child,White,Female,20,0
24,Federal-gov,13,Never-married,Not-in-family,Asian-Pac-Islander,Male,40,0
31,Private,9,Divorced,Unmarried,White,Female,38,0
32,Private,7,Married-civ-spouse,Husband,White,Male,55,0
21,Private,5,Never-married,Own-child,Black,Male,20,0
41,Private,9,Divorced,Unmarried,Black,Female,38,0
40,Private,13,Married-civ-spouse,Wife,White,Female,45,1
55,Private,9,Divorced,Not-in-family,White,Female,40,0
31,Private,10,Married-civ-spouse,Husband,White,Male,40,1
41,Self-emp-not-inc,13,Divorced,Not-in-family,White,Female,40,0
40,Private,10,Divorced,Not-in-family,White,Male,30,1
57,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,50,1
27,Private,13,Married-civ-spouse,Other-relative,White,Male,50,0
18,Private,8,Never-married,Own-child,White,Male,18,0
24,Private,7,Never-married,Own-child,White,Male,40,0
27,Self-emp-inc,14,Never-married,Own-child,White,Male,40,0
69,Self-emp-inc,13,Married-civ-spouse,Husband,White,Male,30,0
63,Local-gov,9,Married-civ-spouse,Wife,White,Female,35,1
34,Private,10,Married-civ-spouse,Husband,Black,Male,40,1
36,Private,13,Married-civ-spouse,Husband,White,Male,35,1
57,Private,14,Divorced,Not-in-family,White,Female,40,0
34,Private,9,Married-civ-spouse,Husband,White,Male,45,0
34,Private,15,Married-civ-spouse,Husband,White,Male,55,1
25,Private,10,Never-married,Own-child,White,Male,15,0
32,Private,9,Married-civ-spouse,Husband,White,Male,55,0
40,Private,9,Married-civ-spouse,Husband,White,Male,40,0
